Acceleration,Method,ScanID,SSFD (mse),SSFD (mae),SSFD (pdl),SSFD (dists)
6,Unrolled,1000153,8.470744132995605,1.0918768644332886,269.8041076660156,-265.0201416015625
6,Unrolled,1000178,11.16944694519043,1.4700182676315308,294.9369812011719,-246.07485961914062
6,Unrolled,1000196,11.503335952758789,1.4761966466903687,287.6558837890625,-246.3900909423828
6,Unrolled,1000206,11.330111503601074,1.4742296934127808,308.83453369140625,-244.34886169433594
6,Unrolled,1000264,8.742898941040039,1.2209409475326538,292.19085693359375,-258.78814697265625
6,Unrolled,1000292,10.043660163879395,1.3857511281967163,381.1395263671875,-249.8774871826172
6,Unrolled,1000314,8.775836944580078,1.2233010530471802,284.5713806152344,-264.4013977050781
6,Unrolled,1000323,9.107019424438477,1.2759993076324463,336.6940612792969,-259.408203125
6,Unrolled,1000344,10.830074310302734,1.4337921142578125,311.82232666015625,-245.7685089111328
6,Unrolled,1000432,7.78922176361084,1.083847165107727,288.2935485839844,-270.57891845703125
6,Unrolled,1000464,11.492448806762695,1.4013383388519287,400.0245361328125,-251.5827178955078
6,Unrolled,1000538,10.947208404541016,1.4039747714996338,344.7712097167969,-245.34017944335938
6,Unrolled,1000591,10.843174934387207,1.4193893671035767,340.578369140625,-249.43336486816406
6,Unrolled,1000697,5.883144378662109,0.8917155265808105,238.21705627441406,-282.8302307128906
6,Unrolled,1000735,8.684707641601562,1.0735766887664795,268.4324645996094,-262.0595397949219
6,Unrolled,1000759,7.236155033111572,1.0112712383270264,224.90902709960938,-268.83233642578125
6,Unrolled,1000769,7.7968854904174805,1.0524778366088867,236.53472900390625,-266.69873046875
6,Unrolled,1000891,7.192698001861572,1.0317120552062988,239.61473083496094,-267.576904296875
6,Unrolled,1000899,11.592803955078125,1.4731762409210205,266.4268798828125,-243.6420135498047
6,Unrolled,1001064,7.650770664215088,1.0036773681640625,274.1556701660156,-274.904541015625
6,Unrolled,1001090,11.325448989868164,1.3946104049682617,347.0594482421875,-245.61566162109375
6,Unrolled,1001096,7.034527778625488,1.0216912031173706,229.8150634765625,-275.32244873046875
6,Unrolled,1001104,7.0106096267700195,0.9378715753555298,228.98065185546875,-272.8782043457031
6,Unrolled,1001119,9.918327331542969,1.3742742538452148,244.3000946044922,-250.95123291015625
6,Unrolled,1001140,9.691876411437988,1.3405749797821045,240.69879150390625,-250.70742797851562
6,Unrolled,1001144,10.272638320922852,1.3821818828582764,316.5531005859375,-250.0865020751953
6,Unrolled,1001159,12.35786247253418,1.6277010440826416,467.55023193359375,-223.20223999023438
6,Unrolled,1001168,5.833111763000488,0.8432995080947876,228.94515991210938,-280.1543273925781
6,Unrolled,1001170,6.433208465576172,0.9406035542488098,210.55052185058594,-277.1248779296875
6,Unrolled,1001184,9.34182357788086,1.181111216545105,271.8900451660156,-264.8641662597656
6,Unrolled,1001275,11.495621681213379,1.5079888105392456,401.7371826171875,-233.100830078125
6,Unrolled,1001381,9.842973709106445,1.2245938777923584,401.0516662597656,-259.873779296875
6,Unrolled,1001651,11.923047065734863,1.4436670541763306,381.5708312988281,-239.07009887695312
6,Unrolled,1001655,11.266993522644043,1.414057731628418,333.8922119140625,-249.90126037597656
6,Unrolled,1001687,8.335663795471191,1.1787259578704834,268.42449951171875,-268.4404296875
6,Unrolled,1001759,6.8061652183532715,0.9740099906921387,218.02426147460938,-272.5982971191406
6,Unrolled,1001763,10.220537185668945,1.3075368404388428,331.8028869628906,-258.75384521484375
6,Unrolled,1001798,10.393080711364746,1.4263662099838257,407.92352294921875,-237.91574096679688
6,Unrolled,1001850,10.549670219421387,1.3731006383895874,288.1249084472656,-251.85830688476562
6,Unrolled,1001851,10.588566780090332,1.3951590061187744,335.2048034667969,-247.3421173095703
6,Unrolled,1001938,10.289697647094727,1.4168193340301514,305.524169921875,-252.33575439453125
6,Unrolled,1001959,10.41087818145752,1.4018691778182983,216.59652709960938,-250.2721405029297
6,Unrolled,1001995,8.18648910522461,1.1028047800064087,250.6859130859375,-268.5762939453125
6,Unrolled,1001997,10.366914749145508,1.4043792486190796,344.8807678222656,-243.65121459960938
6,Unrolled,1002007,8.720020294189453,1.2344063520431519,205.22738647460938,-260.727783203125
6,Unrolled,1002035,7.454951286315918,1.047808289527893,265.7393493652344,-272.4234313964844
6,Unrolled,1002274,11.43303394317627,1.4825646877288818,353.6514892578125,-246.2919921875
6,Unrolled,1002351,8.79727840423584,1.2360423803329468,253.4014434814453,-268.5581359863281
6,Unrolled,1002380,11.09774112701416,1.4614081382751465,318.4219665527344,-244.02423095703125
6,Unrolled,1002382,5.785615921020508,0.8408068418502808,219.0077362060547,-282.038330078125
6,Unrolled,1002412,11.019192695617676,1.4386333227157593,310.8760681152344,-239.62608337402344
6,Unrolled,1002417,12.978103637695312,1.5616544485092163,414.51788330078125,-239.10641479492188
6,Unrolled,1002451,11.552034378051758,1.5083057880401611,239.1581573486328,-241.23619079589844
6,Unrolled,1002515,12.170522689819336,1.5429152250289917,289.1088562011719,-234.2127685546875
6,Unrolled,1002526,9.480859756469727,1.2671806812286377,344.2890625,-259.586181640625
6,Unrolled,1002538,12.221990585327148,1.5408565998077393,273.68048095703125,-236.8701934814453
